tweet
༼ つ ;; ༽つ JAPAN NOOOOOOOOOOO ༼ つ ;; ༽つ
RT @netw3rk: LeBron + Javale + Lance is def the most Leroy Jenkins free agency ever
Man...
Job was a Razorbacks fan.
Man if that ain't what it's like to be an Arkansas fan...
GO HOGS
RT @ArkRazorbacks: MOOD: https://t.co/5JcXr4D1Yq
ARKANSAS ATHLETICS IS DOING GOOD THINGS I DON'T KNOW HOW TO FEEL. @RazorbackBSB
"RT @John_Venable: May the church not be known for standing on the LAW, but standing on the LOVE that was undeservedly shown first to us.…"
I was not careful at Trader Joe's and bought a salad that is half kale.
The @JHarden13 of soccer. https://t.co/BzhgKbLuRP
RT @doc_harper: Iconic https://t.co/ZWA2ClFM0i
"@rhiggins479 Incorrect, ball that hits the batter is dead even if swinging."
Carson Shaddy @Cshaddy245 is unconscious for @RazorbackBSB right now. Goodness!
CARSON SHADDY
This is a fascinating thread. https://t.co/HvDXjYRCXf
RT @NotoriousLRC: THAT IS A LIE FROM THE DEVIL!!! https://t.co/IRbGRaBtiM
"Adios Vienna, hola Czechia."
#Vienna https://t.co/xOQCDInFJp
RT @natt0: #NBAFinals https://t.co/A1UPKNEzRQ
"I keep getting text messages from ""volunteers for @GavinNewsom's campaign"" asking me to vote for him. I have no ide… https://t.co/xse2rNfmnX"
Yesssssssss https://t.co/SIlWbJBKpV
I'm surrounded by dum dums. #california https://t.co/JI7VK6fdFz
Some Bay fog today at USF https://t.co/aT0jPfUl1A
Yes! The best sci-fi show on TV right now! https://t.co/PXJ6tFhZEo
@kris10elms Tyler loves good smellin' candles...
Yowza https://t.co/esEsIz69Hb
Thread https://t.co/ose2K20ISY
Lebron is Thanos. #unstoppable
"RT @AdamFord92: Franklin Graham, 1998: “If [Bill Clinton] will lie to or mislead his wife and daughter, those with whom he is most intimate…"
#MayThe4thBeWithYou https://t.co/VTPeT3yCUw
2018 this is too far! https://t.co/Bs1kzrA9AH
TFW Donald Trump is apparently good at foreign policy? https://t.co/xXVcRqiDMu
"RT @GaboTuitero: Your paper, before and after peer review https://t.co/Oujns5F5ti"
@afton_dee OMG OMG OMG OMG
T-minus 3 hours to Infinity War...
RT @JonahNRO: This is the best thread you will read today. https://t.co/16t1Z4AHFD
RT @sportspickle: Baker Mayfield has a good chance to destroy both Ohio State and the City of Cleveland in his football career. Have to res…
RT @keenertaylor: My parents have been married for 34 years. My mom is in the final stages of young onset dementia (diagnosed 5 years ago a…
Goats on campus today. #USFCA https://t.co/64Ue6UutLy
Not ready to be back from a week in Japan. I ate everything. #timetodiet
Ramen in Japan! https://t.co/r59cUGjsdX
@thisiscjb the plane says WOW on the side! https://t.co/AWswP4vWYH
Much plane. Wow. Such flights. How to airlines? https://t.co/LjBW5UaRBH
RT @FriedrichHayek: Post-Modernism in a single sentence. https://t.co/7hc44CnwiW
Flying in to Oakland and landing at midnight. #woowoo
#momlyfe https://t.co/SBZCAiGEiJ
Kobe!
The Oscars intro was as bad as Brooklyn barbecue.
The saddest looking BBQ https://t.co/9yJ2pGH0ca
I've been listening to some of these and they're actually pretty good. 🤔 https://t.co/t0S2Kq0E72
💕 https://t.co/Y1XLgUWaux
I have no idea how curling works but #USA #USA #USA 🇺🇲 🇺🇲 🇺🇲
https://t.co/vXFe7ux9AU
I start listening to the Hogs on radio and Kentucky immediately goes on a 22-4 run. 😬
#BlackPanther
This week is stupid busy.
RT @PBS_Impulse9: Imagine training for 4 long years to perfect your craft for the Olympics only to have your opponent tweeting about breakf…
@afton_dee I KNEW there was something weird about you!
"If I don't watch Hog basketball, apparently they play competently and win. #WPS"
🤔🤔🤔 https://t.co/TVjuzMykfY
RT @SBNation: SLOTH REF 😭 #PuppyBowl https://t.co/2LfjBofsh9
Eating Tide pods almost seems preferable to watching Hog bball right now.
Is Arkansas basketball secretly being coached by Bret Bielema. No heart and getting worked by inferior teams. 😬
I turn on the Hog game at the start of the 2nd half and they immediately go down double digits.
Gahhhhh https://t.co/MwCscb8VB8
I'm in the wrong business.. https://t.co/bs2M3iWdi9
My wife is telling me she wants an emotional support peacock now. 🙄
@BRed3000 thanks for the flashbacks.. that's when I was a student
"Arkansas sports gonna kill me one day, BUT NOT TODAY. #WPS"
"RT @DavidJuurlink: I’m about to speak to a group of scientists on “Why every scientist should be on Twitter”. 

Can I get a few RTs in the…"
The wife saw me reading @edsbs tweets and now there is an Indian lady walking around my apartment who won't stop sa… https://t.co/lBOZup3a8y
RT @DailyKeller: It’s remarkable that in all of his writings Paul’s prayers for his friends contain no appeals for changes in their circums…
Are we talking about basketball or football? https://t.co/DLw1Lc5GfX
"RT @Neoavatara: I'm honestly disgusted by all sides on DACA.

We should be able to solve this. 

We should be able to reach an imperfect bu…"
RT @MLK_quote: “This is why Jesus says love. There’s something about love that builds up and is creative. There is something about hate tha…
Uber driver playing Kenny Loggins and Hall &amp; Oates. #thatsatip
First time flying on an A380. #FRA #SFO
subscribe https://t.co/poTGW0UDw9
"Also, pretty sure the Bengali Adam Driver is at the next table over."
I'm at a new year's party in India and they're playin yacht rock. 👍
Marriage https://t.co/T03NPglReL
Okay we're in Abu Dhabi now..
Let's fly to Asia...
#Rand2020 https://t.co/MeLbqV3GPt
I knew all the UFO books I made my mom buy me at Barnes and Noble as a 13 yo would pay off one day! https://t.co/lL1ko5vV2S
RT @KyloR3n: how long should you wait in a relationship before you have the talk about sand
More #fakenews by the media. https://t.co/IzZHaKCLtN
#turkishcoffee https://t.co/j716khp5hT
Need to figure out how to work this into my next research paper... https://t.co/svZgaSZQzm
Kylo Ren is the Anakin we deserved. #starwars
We're taking over.. https://t.co/BbdQQ9KvWm
Wife got us tix for Star Wars tonight. I'm happier than a Tusken Raider on his Bantha. 🎬 https://t.co/Fkx1h2rVRJ
RT @emilywithcurls: if ur a software engineer doing squats that would be considered back end development
"Nah, it's totally cool Adobe Premier, my paper deadline is in 5 hr but please keep crashing on me as I try to export my demo video.."
😎😎😎 https://t.co/Itf01zz5fs
When the coffee shop has a shipment of Yirgacheffe beans. https://t.co/ugsv45g1Q3
"RT @cfiesler: This is a good lesson for academics, too. https://t.co/yBqqcvRhzJ"
NICE WIN BASKETBALL HOGS. I like playing fast. #wps // @coachchadmorris
RT @KasaiREX: when you run into an old friend and y’all have been riding two different waves but the love’s still there https://t.co/cgwizj…
@afton_dee that's awesome!
"RT @bumlaser: Disappointed to learn that Kenny Loggins' Christmas album is called ""December"" and not ""Highway To The Manger Zone"". https://…"
"Hey @RazorbackMBB, can you get @HunterYurachek to bring back Slobber Hog?"
"RT @MoonPie: Me: Wow the super moon is so pretty 

Neil deGrasse Tyson: https://t.co/KVUd98t3Db"
"Had a dream, no, a nightmare, that Arkansas hired Randy Edsall. 😕"
Really interesting article about bias in peer review from Google Research. https://t.co/oL8sX7mRgY
Memphis-UCF is a really fun game right now.
This puppet has better dance moves than I do. 😕 https://t.co/dLFvgRrxtQ
"Hand grinder, gooseneck kettle, pour over, good beans. @ShabazzNapier is my favorite NBA player. https://t.co/prSttabyj0"
Hoping the Flynn revelations will lead to our destiny of President Lane Kiffin. #FridayFeeling
This week just keeps getting crazier and crazier! https://t.co/cc1Fo1QYva
Such code. Many wow. How to $$$??? Very validations. https://t.co/9bW8AIuKc2
Pretty sure boredom and/or alcohol worked for my parents. https://t.co/n2omcL6Hf7
RT @AG_Conservative: I can't think of a faster way of discrediting the pro-life movement than associating Roy Moore with the cause. This is…
"If Lane Kiffin is half as good at coaching as he is at twitter, he could win a National Championship at Arkansas."
RT @michaelbd: Facepalm. https://t.co/i63kqczrrd
Ooooo man this Arkansas basketball team feels like Hawgball
My wife is getting introduced to Bill Walton's commentary today and she is so confused.
RT @Zac_Stuckey: There’s no way we do worse than Tennessee. https://t.co/nqYVVP6aes
.@RazorbackFB https://t.co/MN7irRAz9r
This was about the safest bet of the year. https://t.co/prb7nAJiog
"RT @Jerkwheatery: Happy Bielemas Last Game At Arkansas Day, y’all!"
RT @TrumpDraws: gobble gobble https://t.co/33M5bmeiqi
"RT @Aaron_Torres: Last 15 games of the Bret Bielema era at Arkansas: 5-10, 2-8 in SEC play. Wins: Miss State (last yr), Florida A&amp;M, New Me…"
Too optimistic imo https://t.co/oP6e474Gm4
RT @alpharettahog: Now begins the Holy Season where Arkansas sportswriters reveal all the gossip and bad stories they’ve held on a recently…
I think you could fire Jeff Long just for getting rid of Slobber Hog.
RT @LeBearGirdle: Deer population is controlled by releasing wolves into an area. All problems should be solved that way. Too much pollutio…
"East coast, least coast https://t.co/4DUSjbmUn3"
"Man, I'm getting old. 😣 https://t.co/AkE9ln1QN5"
Windows 10 has a bash shell!?!? https://t.co/Fnn5ZfnZch
Mood https://t.co/JpOkMX5pGi
Seriously. Bert just needs to resign after that effort. #uncommon
Great effort by the Arkansas Razorbacks and their coach @BretBielema today in upsetting Coastal Carolina!
RT @Jerkwheatery: https://t.co/TzYNh0J1SG
"Hi, I'm first half Arkansas and I have DirectTV.
Hi, I'm second half Arkansas and I have cable. https://t.co/LQENsjwk47"
"RT @petridishes: of course lack of compromise caused the civil war!
if iron man had just—
oh the actual civil war?
no that was definitely b…"
Stranger Things 2 is so good!
THIS GAME IS BANANAS
I cannot believe Arkansas won that. El oh freakin el.
RT @jimharris360: Ole Miss is just bad enough to lose this and Arkansas just bad enough to refuse to claim it.
"Like, it's impressive just how bad of a coach Bret Bielema is. He makes Houston Nutt look good. #WPS"
hahahahahaha #uncommon
This is the first Arkansas football I've watched in a month and how are they so bad I don't even get it?!?!
RT @Jerkwheatery: Love that NFL types are now learning about Alex Collins’ Irish Dancing and writing articles about it every day
This is a great game of baseball. ⚾️⚾️⚾️
Arkansas is #uncommon-ly bad. https://t.co/3XFPZ8LSDr
Celebrating my wife's birthday without her so far. 😎 https://t.co/CZjrCsA7dl
Y'all... https://t.co/0xr070Gqz9
Y'all... one of my favorite childhood books is now ruined. #MAGA 😳 https://t.co/axBfMfEXJ2
@BRed3000 imagine being a #USMNT and Razorback fan... ☠️
Apparently the #USMNT decided to pay tribute to Arkansas football tonight? #uncommon #WPS
#MakeArkansasGreatAgain https://t.co/iVh5bO1E7p
Missed the embarrassment that is @RazorbackFB and had a lovely time at the Grand Canyon today.
KTGraph by @JianJZhao. Cool way to organize collaborative analysis. #ieeevis https://t.co/8ofy7Y7ShR
.@OhHyunKwon using machine learning to predict a graph's layout. Impressive work by my lab mate! #ieeevis https://t.co/m4umxHz4Qt
I see myself on here! #ieeevis https://t.co/0QYtjQakYc
Alabama is gonna kill Arkansas this year. 😳
Waiting for a wedding ceremony to start and the viola guy just started playing the Game of Thrones theme.
For some reason Jeff Long gave this guy a gazillion dollar buyout... https://t.co/9G7ll3XK6W
Hahahahaha!
"At an airport lounge in Newark, NJ. You'll never see a larger hive of scum and villainy."
"Also, I love that Derek Mason is coaching in a t-shirt. #Vandy"
This ref in the Vandy-KSU game doesn't forget arm day.
I wonder if Mike Norvell wants to coach in Arkansas again?
@tjberinger they'll get back on track next week. 😕
"True Detective, season 3 https://t.co/W5BS2A8jwk"
I feel like a Trump supporter who just found out about the #DACADeal. @bluebottleroast why you gotta do us dirty like this???
"I'm shook, y'all.."
"NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO 

https://t.co/6vB3nN4BgB"
That missed the easy one. https://t.co/cY978vt9JS
So here's a couple of theories https://t.co/rEvpqEOggS
"RT @mcmoynihan: Four years ago, on this solemn anniversary, Donald Trump first showed his presidential timber https://t.co/gqpbT9AgeI"
Axe Maker's Synecdoche 🍺 https://t.co/umo2XgoHDq
An offense more offensive than Arkansas! https://t.co/IrfDnvUyPz
@doc_harper Going downhill at this point..
Me waiting for a good Hogs football team... https://t.co/xG5A0t4vJE
"After this game, I'm certainly inspired to see how the Hogs play the rest of the year!"
Arkansas in year 5 under Bert has turned into a mediocre Big 10 team.
Arkansas football looking like Pig Butt.
"RT @ByronTau: Proper place for poultry is inside a burrito, so this makes sense. https://t.co/y2HnkMPLXk"
RT @edsbs: ... https://t.co/xVuBR19d81
Butch Jones looks like such a goober.
"RT @JSwiftTWS: ""I'm not sure that's a water bottle..."" https://t.co/KoaYDMVGgz"
One of the best parts of arriving back home in Arkansas is seeing the ramen ad in the airport. https://t.co/RliF3gVTMo
RT @SwiftOnSecurity: Look what you made me do https://t.co/i52yY0AlSD
RT @MoonPie: Lol ok https://t.co/lobyuNOkee
RT @johntabin: Things have not gotten as stupid as they are going to get
RT @JusticeWillett: Before and after joining Twitter. https://t.co/Rq6U8zW8S8
RT @politicalmath: aren't we all https://t.co/LLPfov6woz
RT @Scaramucci: A recovery starts with a presidential pink slip
RT @ComfortablySmug: All the pundits who were saying that Kid Rock is the only senator who can kill Obamacare were right.
#jozy #jozy #jozy #jozy #jozy #jozy
It's 2017 and the most popular people on twitter are OJ Simpson and Houston Nutt.
How am I just now seeing this!?!? https://t.co/xRTbZevowJ
"Querrey and Cilic are both sponsored by Fila, a company I'm not convinced actually exists anymore. #wimbledon"
S.E.O.R.E.A.M. https://t.co/GbQYaYmGPo
I can get behind this cause. https://t.co/Ajoi1VhiTC
@afton_dee isn't that where the one guy got dumped on #TheBachelorette?
@afton_dee awesome! I want to know how the Guinness there tastes!
CANADAAAA https://t.co/XmVfcM2Clj
So many Norman doors in Taipei..
"@tjberinger I use my mom's cox acct, she's fine with it. ESPN3 on roku / chromecast"
Milk bunzzzz https://t.co/N2PApr8mnG
Found some San Antonio in Taipei. #churros https://t.co/jeczzs9Fmj
"""Statement that's literally true ➡ mostly false."" This is why people don't feel the need to leave their Fox News bu… https://t.co/hhg667lIEY"
"I'm in Taiwan, wearing Chacos. Go USA!"
"Also, chacos. Chacos are a reason America is great."
This is one reason America is already great. https://t.co/w2ohE0yvWo
@afton_dee we should all drink a milkshake in his honor
RT @karenehowell: Full disclosure: I just ate two waffles for supper and I'm about to eat some ice cream. So he's not wrong. https://t.co/0…
RT @ABC: This 5-year-old boy has had 3 heart surgeries in his short life. Watch his incredible reaction as he finds out he's leaving the ho…
"@RadioFreeTom Any validity to his ""longstanding dept protocol not to reveal private convos with President"" argument?"
cc: @BRed3000 https://t.co/TgjdgvxPQz
RT @JaValeMcGee34: I'm the only person ever with a rat tail and a NBA championship! Let that sink in!🏆
RT @iamjoonlee: this is the funniest thing that will happen at a sporting event this year https://t.co/f6Yq9lErin
That game was loco. Wheeeee #Hogs!
@Kurt_Voigt_AP how did he do that in the rain with no batting gloves?!?!?
"@NWAHutch they should hurry up, it's almost 1 am here in California!"
"RT @AdamFord92: Wow, 2 Freudian slips in one tweet! ""Treaty"" and ""Counties"" https://t.co/X54gVYyU7q"
This is really interesting https://t.co/Qp0GAO8egw
"RT @StephenHerreid: 1964: ""I bet we'll cure cancer and have flying cars in the future.""
2017: https://t.co/sHClmgsXB9"
#covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe #covfefe
*chortle* https://t.co/ac5RHjQZvT
Bryce Harper got thinner skin than Shaq. https://t.co/Qqv12QduCY
"RT @Backthat_sid: Co-worker - Diet coke causes cancer.
Me - My grandfather died at 102.
CW- He used to drink diet coke?
Me - No, he minded…"
"RT @ComfortablySmug: Ok everyone, this is the photo we're going to be using for memes today. Godspeed. https://t.co/jGUWt5aYMh"
"RT @ditzkoff: ""As a token of my goodwill, I present to you a gift: this protocol droid. He is hardworking and will serve you well."" https:/…"
Next vacation destination confirmed! https://t.co/JqiGepvPxq
A bad millennial riff on Chernoff faces 😁😅😍😜😛😎🤠🤡 https://t.co/8XlYaOwfCO
*sigh* We deserve @realDonaldTrump . https://t.co/iBKL5FYGjy
🙌#High🙌🏿#Energy🙌🏼#Jeb🙌🏾 https://t.co/8Srvcx5WHB
RT @NumbersMuncher: White House staff taking questions from reporters on the latest Comey developments. https://t.co/kwPGNFzEIS
"Mike ""Frank Underwood"" Pence gonna win the Game of Thrones https://t.co/CgEzANLtbS"
RT @NumbersMuncher: This one comic strip sums up Republicans in the Trump era better than any tweetstorm I could possibly write. https://t.…
RT @politicalmath: I'm looking forward to the 2018 impeachment hearings against President Mike Pence for the crime of not inviting enough w…
"RT @NumbersMuncher: OK, this is well done. https://t.co/6u5KmUzxG1"
RT @ComfortablySmug: Twitter whenever Trump tweets https://t.co/BGaFGJw2Ul
RT @PaulWorcester: The struggle is real 😂 https://t.co/GoxRdsgi20
"RT @NumbersMuncher: TRUMP: I need Russia story to go away.
STAFF: ...
T: Fire Comey!
S: No!
(Fires Comey)
T: That backfired. I'll sign a le…"
RT @EsotericCD: As if the news wasn't bad enough already these days? The deer are now apparently developing a taste for manflesh. https://t…
RT @twooldridge: The president just fired the guy investigating him for making mistakes that opened the door for the president to BECOME pr…
"RT @ChristnHipster: it's the remix to ignition
christian hipster edition
coffee hot and full bodied
got everyone in here sippin https://t.c…"
"RT @aedwardslevy: this Twitter account that replaces ""big data"" with ""batman"" is maybe the only pure thing in the world https://t.co/0MV1jo…"
RT @JonahNRO: Truly this is a special time to be alive. https://t.co/stenNmF09b
Doo bee doo
"RT @jk_rowling: OK, here it is. Please don't start flame wars over it, but this year I'd like to apologise for killing (whispers)... Snape.…"
"RT @philewing: Point here is, the AT-AT was deployed into combat against Echo Base and achieved its objectives. F-35 ability to do same: so…"
"RT @HuffPostComedy: Bowl of chicken and fries, with a straw to your soda through the center. Murica. https://t.co/F6EhozVadJ"
"RT @pixelatedboat: Wow, looks like Zuckerberg is serious about running for president: https://t.co/Wocvr8K1PW"
I can't believe you've done this. https://t.co/jwblwezruX
Apparently I've been on a hunger strike my entire life. https://t.co/yQAhr5atnm
"RT @tastefactory: WIFE: What are you doing over there
ME: Uhh nothing, just making a playlist https://t.co/FSe22Ly4L6"
"RT @Book_Krazy: Me: How did Mrs. Incredible know to name her son Dash if she didnt know what his superpower was yet?

Cashier: so was that…"
That was a great basketball game.
Adios Seoul. Until next time!
RT @conor64: Unbelievable how many of these there are. What an exhibit they'd make at an unauthorized presidential library. https://t.co/2K…
So many Kias out here!
Seoul airport bathrooms use American Standard toilets. #USA #USA
"RT @JHabashy15: isis bombed this church in Tanta, Egypt a week ago and look how many people still attended the next week #WeAreNotScared #P…"
I'm about to board a flight to Seoul and just saw my flight also has a @United booking. #Nooooooooooo
.@Spotify updated their web browser and it's now a worse user experience than a @United flight.
RT @RobGeorge: Except part of the problem is that the airline business is actually partly run like government. https://t.co/adsaDRw2t3
"RT @joethomas73: Dear #united, I had to ""re-accommodate"" someone once https://t.co/MP3ZJDv85m"
@ColePenick Jurassic Park is great
"RT @MichaelLumpkin: Consider him who endured from sinners such hostility against himself, so that you may not grow weary or fainthearted. ~…"
RT @CostaSamaras: 1 way to reduce imposter syndrome among researchers is to discuss &amp; normalize our failures. So here's a summary of the pa…
"Good thread, #EatAtArbys. https://t.co/r0v4UAuGIm"
#EvergreenTweets https://t.co/VRgXU2Jwuy
"West coast, best coast! https://t.co/TRudxejjiQ"
In the spirit of #EqualPayDay I should point out I'm getting paid way less than the prof who taught this class last qtr #GradStudentProblems
Today's lecture topic: COURSE OVERVIEW https://t.co/1QymW4UtFj
I'm teaching an undergrad class this quarter. First day of lecture today. These kids goin a be so lucky. https://t.co/IGawJpbyOa
This Cocks-Zags game is really entertaining.
Another #ieeevis deadline come and gone.  I've been awake for the past 40 hours. 💩💩💩
"Hey @kris10elms, prepare to win everything. https://t.co/yVwEIWMSdJ"
Oh I plan to. https://t.co/HAJgVEit0u
@kris10elms you guys should make it San Fr'isco!
Hahahaha LoLoLoLoLlllllll Kentucky
@tjberinger OK Joe's BBQ
@kris10elms tell Tyler to man up and quit acting like a baby
Rough officiating but can't miss ya shots and free throws like that at the end. But played better than I thought they would. #hogs
RT @CSLewisDaily: Don't say infinitely when you mean very; otherwise you'll have no word left when you want to talk about something really…
@AndrewBrownNWA https://t.co/b8HlXWwfvz
@BRed3000 if he had played like that all season...
#WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS #WPS
"RT @UKCoachCalipari: Walking on the beach this morning, doing a little thinking when I saw footprints in the sand. Reminded me of the poem…"
"*Aggies*Aggies* Watch yourself @BRed3000, UC Davis comin!"
Go Aggies! #UCDavis
"RT @mitrebox: So if Republicans are no longer socially conservative nor fiscally conservative, what are they?"
I hope it's a croissant! https://t.co/gobkJHSRup
Ann Arbor BBQ is almost as bad as California's. https://t.co/hyrPmZ3E3h
